TIME	INTERVALO	Temp Tanque 2
571.000	1.000	25.563400
572.000	1.000	25.563400
573.000	1.000	25.564560
574.000	1.000	25.573277
575.000	1.000	25.577032
576.000	1.000	25.577032
577.000	1.000	25.573679
578.000	1.000	25.576534
579.000	1.000	25.584681
580.000	1.000	25.584681
581.000	1.000	25.587296
582.000	1.000	25.595015
583.000	1.000	25.593027
584.000	1.000	25.593027
585.000	1.000	25.593027
586.000	1.000	25.600153
587.000	1.000	25.601002
588.000	1.000	25.601778
589.000	1.000	25.601778
590.000	1.000	25.606308
591.000	1.000	25.609844
592.000	1.000	25.609844
593.000	1.000	25.612541
594.000	1.000	25.615877
595.000	1.000	25.619137
596.000	1.000	25.619137
597.000	1.000	25.619137
598.000	1.000	25.615635
599.000	1.000	25.632637
600.000	1.000	25.635035
601.000	1.000	25.635035
602.000	1.000	25.637875
603.000	1.000	25.643379
604.000	1.000	25.624168
605.000	1.000	25.624168
606.000	1.000	25.630505
607.000	1.000	25.630505
608.000	1.000	25.629530
609.000	1.000	25.629530
610.000	1.000	25.630777
611.000	1.000	25.633802
612.000	1.000	25.636179
613.000	1.000	25.636179
614.000	1.000	25.639088
615.000	1.000	25.631887
616.000	1.000	25.666990
617.000	1.000	25.666990
618.000	1.000	25.666899
619.000	1.000	25.666899
620.000	1.000	25.670031
621.000	1.000	25.672392
622.000	1.000	25.672392
623.000	1.000	25.672869
624.000	1.000	25.674728
625.000	1.000	25.674728
626.000	1.000	25.674339
627.000	1.000	25.678984
628.000	1.000	25.686275
629.000	1.000	25.686275
630.000	1.000	25.709768
631.000	1.000	25.709768
632.000	1.000	25.704336
633.000	1.000	25.704245
634.000	1.000	25.704245
635.000	1.000	25.707855
636.000	1.000	25.708462
637.000	1.000	25.709217
638.000	1.000	25.709217
639.000	1.000	25.715998
640.000	1.000	25.717396
641.000	1.000	25.714081
642.000	1.000	25.714081
643.000	1.000	25.714081
644.000	1.000	25.719980
645.000	1.000	25.727016
646.000	1.000	25.725157
647.000	1.000	25.725157
648.000	1.000	25.734402
649.000	1.000	25.736887
650.000	1.000	25.736887
651.000	1.000	25.738304
652.000	1.000	25.736465
653.000	1.000	25.750149
654.000	1.000	25.750149
655.000	1.000	25.750149
