TIME	INTERVALO	Nivel Tanque 2
111.000	1.000	-5.606653
112.000	1.000	-5.606653
113.000	1.000	-2.872909
114.000	1.000	-0.135734
115.000	1.000	-0.135734
116.000	1.000	1.797898
117.000	1.000	1.797898
118.000	1.000	3.885800
119.000	1.000	6.632806
120.000	1.000	7.956477
121.000	1.000	7.956477
122.000	1.000	10.357700
123.000	1.000	12.416122
124.000	1.000	13.994850
125.000	1.000	13.994850
126.000	1.000	13.994850
127.000	1.000	15.125182
128.000	1.000	16.424870
129.000	1.000	16.424870
130.000	1.000	17.621704
131.000	1.000	18.616066
132.000	1.000	19.660933
133.000	1.000	19.660933
134.000	1.000	20.641575
135.000	1.000	21.937601
136.000	1.000	22.582073
137.000	1.000	22.582073
138.000	1.000	22.582073
139.000	1.000	23.352011
140.000	1.000	24.104803
141.000	1.000	24.748592
142.000	1.000	24.748592
143.000	1.000	26.007137
144.000	1.000	26.308342
145.000	1.000	26.727026
146.000	1.000	26.727026
147.000	1.000	27.150043
148.000	1.000	27.796799
149.000	1.000	27.796799
150.000	1.000	27.796799
151.000	1.000	28.550508
152.000	1.000	28.490179
153.000	1.000	28.914791
154.000	1.000	28.914791
155.000	1.000	29.111790
156.000	1.000	29.422146
157.000	1.000	29.723352
158.000	1.000	29.723352
159.000	1.000	29.740269
160.000	1.000	29.900700
161.000	1.000	29.900700
162.000	1.000	30.113462
163.000	1.000	30.113462
164.000	1.000	30.105007
165.000	1.000	30.408049
166.000	1.000	30.414215
167.000	1.000	30.414215
168.000	1.000	30.594761
169.000	1.000	30.823982
170.000	1.000	30.823982
171.000	1.000	30.697596
172.000	1.000	31.024181
173.000	1.000	31.024181
174.000	1.000	31.145758
175.000	1.000	31.145758
176.000	1.000	31.068283
177.000	1.000	30.960646
178.000	1.000	30.997437
179.000	1.000	30.997437
180.000	1.000	31.078798
181.000	1.000	31.049547
182.000	1.000	31.069431
183.000	1.000	31.069431
184.000	1.000	31.152153
185.000	1.000	31.152153
186.000	1.000	31.026236
187.000	1.000	31.196949
188.000	1.000	31.196949
189.000	1.000	31.141191
190.000	1.000	30.983500
191.000	1.000	30.983500
192.000	1.000	31.115139
193.000	1.000	31.003839
194.000	1.000	31.020292
195.000	1.000	31.020292
196.000	1.000	31.020292
197.000	1.000	30.899855
198.000	1.000	30.908543
199.000	1.000	30.669266
200.000	1.000	30.669266
201.000	1.000	30.795414
202.000	1.000	30.726395
203.000	1.000	30.774391
204.000	1.000	30.774391
205.000	1.000	30.780787
206.000	1.000	30.868319
207.000	1.000	30.692118
208.000	1.000	30.692118
209.000	1.000	30.692118
210.000	1.000	30.783075
211.000	1.000	30.793131
212.000	1.000	30.793131
213.000	1.000	30.580593
214.000	1.000	30.566654
215.000	1.000	30.417645
216.000	1.000	30.417645
217.000	1.000	30.632465
218.000	1.000	30.773932
219.000	1.000	30.711084
220.000	1.000	30.711084
221.000	1.000	30.711084
222.000	1.000	30.760675
223.000	1.000	30.457411
224.000	1.000	30.739880
225.000	1.000	30.739880
226.000	1.000	30.676350
227.000	1.000	30.654409
228.000	1.000	30.654409
229.000	1.000	30.582645
230.000	1.000	30.507919
231.000	1.000	30.507919
232.000	1.000	30.461983
233.000	1.000	30.461983
234.000	1.000	30.409649
235.000	1.000	30.601389
236.000	1.000	30.622641
237.000	1.000	30.622641
238.000	1.000	30.784899
239.000	1.000	30.665377
240.000	1.000	30.643433
241.000	1.000	30.643433
242.000	1.000	30.678862
243.000	1.000	30.678862
244.000	1.000	30.560940
245.000	1.000	30.560940
246.000	1.000	30.654409
247.000	1.000	30.559111
248.000	1.000	30.601845
249.000	1.000	30.601845
250.000	1.000	30.326458
251.000	1.000	30.524370
252.000	1.000	30.495119
253.000	1.000	30.495119
254.000	1.000	30.578074
255.000	1.000	30.578074
256.000	1.000	30.504719
257.000	1.000	30.507231
258.000	1.000	30.507231
259.000	1.000	30.590189
260.000	1.000	30.519346
261.000	1.000	30.537397
262.000	1.000	30.537397
263.000	1.000	30.633837
264.000	1.000	30.589277
265.000	1.000	30.589277
266.000	1.000	30.589277
267.000	1.000	30.611902
268.000	1.000	30.549740
269.000	1.000	30.567795
270.000	1.000	30.567795
271.000	1.000	30.408731
272.000	1.000	30.345886
273.000	1.000	30.412849
274.000	1.000	30.412849
275.000	1.000	30.334684
276.000	1.000	30.215162
277.000	1.000	30.389988
278.000	1.000	30.389988
279.000	1.000	30.389988
280.000	1.000	30.207167
281.000	1.000	30.270695
282.000	1.000	30.270695
283.000	1.000	30.599785
284.000	1.000	30.634754
285.000	1.000	30.506090
286.000	1.000	30.506090
287.000	1.000	30.483923
288.000	1.000	30.389305
289.000	1.000	30.602074
290.000	1.000	30.602074
291.000	1.000	30.602074
292.000	1.000	30.483923
293.000	1.000	30.472950
294.000	1.000	30.463123
295.000	1.000	30.463123
296.000	1.000	30.548365
297.000	1.000	30.509291
298.000	1.000	30.494431
299.000	1.000	30.494431
300.000	1.000	30.356857
301.000	1.000	30.356857
302.000	1.000	30.347029
303.000	1.000	30.347029
304.000	1.000	30.308178
305.000	1.000	30.389305
306.000	1.000	30.677944
307.000	1.000	30.677944
308.000	1.000	30.844545
309.000	1.000	31.331331
310.000	1.000	32.093956
311.000	1.000	32.093956
312.000	1.000	32.405674
313.000	1.000	32.405674
314.000	1.000	33.062943
315.000	1.000	33.830372
316.000	1.000	33.830372
317.000	1.000	34.473011
318.000	1.000	35.088917
319.000	1.000	35.088917
320.000	1.000	35.693161
321.000	1.000	36.034363
322.000	1.000	36.338543
323.000	1.000	36.338543
324.000	1.000	36.338543
325.000	1.000	37.125622
326.000	1.000	37.463852
327.000	1.000	38.341888
328.000	1.000	38.341888
329.000	1.000	38.571568
330.000	1.000	39.084629
331.000	1.000	39.437031
332.000	1.000	39.437031
333.000	1.000	40.082874
334.000	1.000	40.396194
335.000	1.000	40.845951
336.000	1.000	40.845951
337.000	1.000	40.845951
338.000	1.000	41.425289
339.000	1.000	41.951153
340.000	1.000	41.951153
341.000	1.000	42.195232
342.000	1.000	42.443188
343.000	1.000	43.033726
344.000	1.000	43.033726
345.000	1.000	43.354588
346.000	1.000	43.969120
347.000	1.000	44.218452
348.000	1.000	44.218452
349.000	1.000	44.218452
350.000	1.000	44.364258
351.000	1.000	45.001644
352.000	1.000	45.086887
353.000	1.000	45.086887
354.000	1.000	45.575726
355.000	1.000	45.992344
356.000	1.000	45.992344
357.000	1.000	46.169922
358.000	1.000	46.565742
359.000	1.000	46.565742
360.000	1.000	46.940086
361.000	1.000	46.940086
362.000	1.000	47.377960
363.000	1.000	47.705223
364.000	1.000	48.066990
365.000	1.000	48.066990
366.000	1.000	48.357235
367.000	1.000	48.613422
368.000	1.000	48.879665
369.000	1.000	48.879665
370.000	1.000	49.221096
371.000	1.000	49.221096
372.000	1.000	49.540363
373.000	1.000	49.646629
374.000	1.000	49.646629
375.000	1.000	49.999950
376.000	1.000	50.245392
377.000	1.000	50.245392
378.000	1.000	50.574947
379.000	1.000	50.904030
380.000	1.000	51.116570
381.000	1.000	51.116570
382.000	1.000	51.322937
383.000	1.000	51.322937
384.000	1.000	51.640839
385.000	1.000	51.917820
386.000	1.000	51.917820
387.000	1.000	52.025921
388.000	1.000	52.217651
389.000	1.000	52.610970
390.000	1.000	52.610970
391.000	1.000	52.827843
392.000	1.000	52.941204
393.000	1.000	52.941204
394.000	1.000	52.941204
395.000	1.000	53.261375
396.000	1.000	53.549564
397.000	1.000	53.753193
398.000	1.000	53.753193
399.000	1.000	53.762554
400.000	1.000	54.084103
401.000	1.000	54.201347
402.000	1.000	54.201347
403.000	1.000	54.457314
404.000	1.000	54.670071
405.000	1.000	54.827988
406.000	1.000	54.827988
407.000	1.000	54.827988
408.000	1.000	54.965794
409.000	1.000	55.076183
410.000	1.000	55.306087
411.000	1.000	55.306087
412.000	1.000	55.539650
413.000	1.000	55.662609
414.000	1.000	55.662609
415.000	1.000	55.900963
416.000	1.000	56.062771
417.000	1.000	56.264114
418.000	1.000	56.264114
419.000	1.000	56.264114
420.000	1.000	56.454704
421.000	1.000	56.614910
422.000	1.000	56.785400
423.000	1.000	56.785400
424.000	1.000	57.092781
425.000	1.000	57.156540
426.000	1.000	57.336628
427.000	1.000	57.336628
428.000	1.000	57.390106
429.000	1.000	57.390106
430.000	1.000	57.518768
431.000	1.000	57.765358
432.000	1.000	57.765358
433.000	1.000	58.059715
434.000	1.000	57.997097
435.000	1.000	58.285736
436.000	1.000	58.285736
437.000	1.000	58.357948
438.000	1.000	58.657791
439.000	1.000	58.657791
440.000	1.000	58.582378
441.000	1.000	58.582378
442.000	1.000	58.858894
443.000	1.000	58.878780
444.000	1.000	58.878780
445.000	1.000	59.177475
446.000	1.000	59.210617
447.000	1.000	59.380417
448.000	1.000	59.380417
449.000	1.000	59.595470
450.000	1.000	59.681629
451.000	1.000	59.798187
452.000	1.000	59.798187
453.000	1.000	59.798187
454.000	1.000	59.990154
455.000	1.000	59.820122
456.000	1.000	59.820122
457.000	1.000	60.215031
458.000	1.000	60.418427
459.000	1.000	60.267593
460.000	1.000	60.267593
461.000	1.000	60.588001
462.000	1.000	60.694725
463.000	1.000	60.908634
464.000	1.000	60.908634
465.000	1.000	60.908634
466.000	1.000	60.832764
467.000	1.000	61.025192
468.000	1.000	61.014675
469.000	1.000	61.014675
470.000	1.000	61.068378
471.000	1.000	61.270863
472.000	1.000	61.259209
473.000	1.000	61.259209
474.000	1.000	61.516083
475.000	1.000	61.708282
476.000	1.000	61.708282
477.000	1.000	61.708282
478.000	1.000	61.857288
479.000	1.000	61.856377
480.000	1.000	62.017036
481.000	1.000	62.017036
482.000	1.000	62.113934
483.000	1.000	62.209236
484.000	1.000	62.283962
485.000	1.000	62.283962
486.000	1.000	62.326473
487.000	1.000	62.571465
488.000	1.000	62.571465
489.000	1.000	62.474792
490.000	1.000	62.474792
491.000	1.000	62.656940
492.000	1.000	62.752914
493.000	1.000	62.752914
494.000	1.000	62.827652
495.000	1.000	62.976883
496.000	1.000	63.009567
497.000	1.000	63.009567
498.000	1.000	63.148285
499.000	1.000	63.148285
500.000	1.000	63.275581
501.000	1.000	63.317860
502.000	1.000	63.317860
503.000	1.000	63.233078
504.000	1.000	63.457264
505.000	1.000	63.489033
506.000	1.000	63.489033
507.000	1.000	63.659286
508.000	1.000	63.691746
509.000	1.000	63.830231
510.000	1.000	63.830231
511.000	1.000	63.830231
512.000	1.000	63.872971
513.000	1.000	63.926678
514.000	1.000	63.926678
515.000	1.000	64.011009
516.000	1.000	64.182190
517.000	1.000	64.171669
518.000	1.000	64.171669
519.000	1.000	64.150414
520.000	1.000	64.161148
521.000	1.000	64.309242
522.000	1.000	64.309242
523.000	1.000	64.309242
524.000	1.000	64.181496
525.000	1.000	64.310844
526.000	1.000	64.053520
527.000	1.000	64.053520
528.000	1.000	64.224922
529.000	1.000	64.128700
530.000	1.000	64.268341
531.000	1.000	64.268341
532.000	1.000	64.117508
533.000	1.000	64.224922
534.000	1.000	64.224922
535.000	1.000	64.033173
536.000	1.000	64.033173
537.000	1.000	63.969414
538.000	1.000	63.808296
539.000	1.000	63.808296
540.000	1.000	63.915253
541.000	1.000	63.777447
542.000	1.000	63.776989
543.000	1.000	63.776989
544.000	1.000	63.638042
545.000	1.000	63.605816
546.000	1.000	63.605816
547.000	1.000	63.371563
548.000	1.000	63.371563
549.000	1.000	63.254322
550.000	1.000	63.200390
551.000	1.000	63.126122
552.000	1.000	63.126122
553.000	1.000	63.126801
554.000	1.000	62.987858
555.000	1.000	62.987858
556.000	1.000	62.913353
557.000	1.000	62.913353
558.000	1.000	62.709732
559.000	1.000	62.741489
560.000	1.000	62.741489
561.000	1.000	62.741489
562.000	1.000	62.528957
563.000	1.000	62.347721
564.000	1.000	62.347721
565.000	1.000	62.220428
566.000	1.000	62.102509
567.000	1.000	62.102051
568.000	1.000	62.102051
569.000	1.000	62.102051
570.000	1.000	62.017269
571.000	1.000	61.857521
572.000	1.000	61.793072
573.000	1.000	61.793072
574.000	1.000	61.815239
575.000	1.000	61.494602
576.000	1.000	61.568874
577.000	1.000	61.568874
578.000	1.000	61.622585
579.000	1.000	61.302406
580.000	1.000	61.302406
581.000	1.000	61.302406
582.000	1.000	61.441124
583.000	1.000	61.397934
584.000	1.000	61.387413
585.000	1.000	61.387413
586.000	1.000	61.248703
587.000	1.000	61.110203
588.000	1.000	60.992970
589.000	1.000	60.992970
590.000	1.000	60.971714
591.000	1.000	60.971714
592.000	1.000	60.875275
593.000	1.000	60.758263
594.000	1.000	60.758263
595.000	1.000	60.823395
596.000	1.000	60.748436
597.000	1.000	60.687645
598.000	1.000	60.687645
599.000	1.000	60.800541
600.000	1.000	60.779972
601.000	1.000	60.779972
602.000	1.000	60.609257
603.000	1.000	60.609257
604.000	1.000	60.602177
605.000	1.000	60.577263
606.000	1.000	60.577263
607.000	1.000	60.496361
608.000	1.000	60.470993
609.000	1.000	60.555779
610.000	1.000	60.555779
611.000	1.000	60.492020
612.000	1.000	60.523777
613.000	1.000	60.449512
614.000	1.000	60.449512
615.000	1.000	60.449512
616.000	1.000	60.439907
617.000	1.000	60.406090
618.000	1.000	60.406090
619.000	1.000	60.353981
620.000	1.000	60.289307
621.000	1.000	60.279018
622.000	1.000	60.279018
623.000	1.000	60.257767
624.000	1.000	60.385059
625.000	1.000	60.230572
626.000	1.000	60.230572
627.000	1.000	60.230572
628.000	1.000	60.119732
629.000	1.000	60.247028
630.000	1.000	60.310329
631.000	1.000	60.310329
632.000	1.000	60.134357
633.000	1.000	60.182808
634.000	1.000	60.182808
635.000	1.000	60.161095
636.000	1.000	60.172062
637.000	1.000	60.182808
638.000	1.000	60.182808
639.000	1.000	60.182808
640.000	1.000	59.990154
641.000	1.000	60.140533
642.000	1.000	60.092312
643.000	1.000	60.092312
644.000	1.000	60.086823
645.000	1.000	60.076534
646.000	1.000	60.060543
647.000	1.000	60.060543
648.000	1.000	60.086369
649.000	1.000	59.926392
650.000	1.000	59.926392
651.000	1.000	59.926392
652.000	1.000	60.097111
653.000	1.000	59.926842
654.000	1.000	59.922504
655.000	1.000	59.922504
656.000	1.000	59.883656
657.000	1.000	59.979866
658.000	1.000	59.851658
659.000	1.000	59.851658
660.000	1.000	60.002495
661.000	1.000	60.002495
662.000	1.000	59.671570
663.000	1.000	60.117680
664.000	1.000	60.117680
665.000	1.000	59.757042
666.000	1.000	59.841835
667.000	1.000	59.841835
668.000	1.000	59.837948
669.000	1.000	59.836121
670.000	1.000	59.798187
671.000	1.000	59.798187
672.000	1.000	59.777386
673.000	1.000	59.777386
674.000	1.000	59.752708
675.000	1.000	59.773041
676.000	1.000	59.773041
677.000	1.000	59.678429
678.000	1.000	59.714085
679.000	1.000	59.713852
680.000	1.000	59.713852
681.000	1.000	59.650780
682.000	1.000	59.627922
683.000	1.000	59.667915
684.000	1.000	59.667915
685.000	1.000	59.667915
686.000	1.000	59.657173
687.000	1.000	59.649174
688.000	1.000	59.649174
689.000	1.000	59.442814
690.000	1.000	59.649635
691.000	1.000	59.580387
692.000	1.000	59.580387
693.000	1.000	59.479832
694.000	1.000	59.485771
695.000	1.000	59.628834
696.000	1.000	59.628834
697.000	1.000	59.628834
698.000	1.000	59.485771
699.000	1.000	59.507030
700.000	1.000	59.586327
701.000	1.000	59.586327
702.000	1.000	59.649635
703.000	1.000	59.549992
704.000	1.000	59.660141
705.000	1.000	59.660141
706.000	1.000	59.528740
707.000	1.000	59.638901
708.000	1.000	59.638901
709.000	1.000	59.638901
710.000	1.000	59.457893
711.000	1.000	59.478004
712.000	1.000	59.486687
713.000	1.000	59.486687
714.000	1.000	59.518917
715.000	1.000	59.650326
716.000	1.000	59.453785
717.000	1.000	59.453785
718.000	1.000	59.496063
719.000	1.000	59.582901
720.000	1.000	59.582901
721.000	1.000	59.400986
722.000	1.000	59.400986
723.000	1.000	59.496517
724.000	1.000	59.454239
725.000	1.000	59.446465
726.000	1.000	59.446465
727.000	1.000	59.358017
728.000	1.000	59.415157
729.000	1.000	59.415157
730.000	1.000	59.443264
731.000	1.000	59.443264
732.000	1.000	59.369678
733.000	1.000	59.382706
734.000	1.000	59.382706
735.000	1.000	59.337002
736.000	1.000	59.474800
737.000	1.000	59.456982
738.000	1.000	59.456982
739.000	1.000	59.390247
740.000	1.000	59.496742
741.000	1.000	59.403496
742.000	1.000	59.403496
743.000	1.000	59.403496
744.000	1.000	59.497429
745.000	1.000	59.464520
746.000	1.000	59.464520
747.000	1.000	59.507717
748.000	1.000	59.410816
749.000	1.000	59.400757
750.000	1.000	59.400757
751.000	1.000	59.497429
752.000	1.000	59.401447
753.000	1.000	59.443726
754.000	1.000	59.443726
755.000	1.000	59.443726
756.000	1.000	59.468182
757.000	1.000	59.305233
758.000	1.000	58.105194
759.000	1.000	58.105194
760.000	1.000	56.638676
761.000	1.000	55.017906
762.000	1.000	55.017906
763.000	1.000	53.172474
764.000	1.000	50.878208
765.000	1.000	49.650974
766.000	1.000	49.650974
767.000	1.000	49.650974
768.000	1.000	47.564896
769.000	1.000	46.164890
770.000	1.000	43.082859
771.000	1.000	43.082859
772.000	1.000	41.861336
773.000	1.000	40.012939
774.000	1.000	38.166378
775.000	1.000	38.166378
776.000	1.000	36.118690
777.000	1.000	34.217964
778.000	1.000	34.217964
779.000	1.000	34.217964
780.000	1.000	32.447960
781.000	1.000	30.372166
782.000	1.000	28.900623
783.000	1.000	28.900623
784.000	1.000	26.534822
785.000	1.000	24.389563
786.000	1.000	22.782730
787.000	1.000	22.782730
788.000	1.000	20.586504
789.000	1.000	20.243010
790.000	1.000	20.243010
791.000	1.000	20.671282
792.000	1.000	20.671282
793.000	1.000	21.082880
794.000	1.000	21.796366
795.000	1.000	22.291376
796.000	1.000	22.291376
797.000	1.000	23.030916
798.000	1.000	23.282537
799.000	1.000	23.282537
800.000	1.000	23.669905
801.000	1.000	23.669905
802.000	1.000	23.770233
803.000	1.000	23.794458
804.000	1.000	23.794458
805.000	1.000	24.028698
806.000	1.000	23.807486
807.000	1.000	23.645908
808.000	1.000	23.645908
809.000	1.000	23.655729
810.000	1.000	23.442055
811.000	1.000	23.280025
812.000	1.000	23.280025
813.000	1.000	23.280025
814.000	1.000	23.368010
815.000	1.000	23.175123
816.000	1.000	22.941109
817.000	1.000	22.941109
818.000	1.000	22.771534
819.000	1.000	22.876654
820.000	1.000	22.876654
821.000	1.000	22.609959
822.000	1.000	22.599213
823.000	1.000	22.393536
824.000	1.000	22.393536
825.000	1.000	22.393536
826.000	1.000	22.280178
827.000	1.000	22.161568
828.000	1.000	22.005711
829.000	1.000	22.005711
830.000	1.000	21.948797
831.000	1.000	21.810764
832.000	1.000	21.905609
833.000	1.000	21.905609
834.000	1.000	21.777626
835.000	1.000	21.855789
836.000	1.000	21.855789
837.000	1.000	21.855789
838.000	1.000	21.780138
839.000	1.000	21.766428
840.000	1.000	21.704727
841.000	1.000	21.704727
842.000	1.000	21.408541
843.000	1.000	21.288794
844.000	1.000	21.204922
845.000	1.000	21.204922
846.000	1.000	21.170406
847.000	1.000	21.161955
848.000	1.000	21.161955
849.000	1.000	21.252453
850.000	1.000	21.252453
851.000	1.000	21.286274
852.000	1.000	21.277819
853.000	1.000	21.279196
854.000	1.000	21.279196
855.000	1.000	21.204227
856.000	1.000	21.077854
857.000	1.000	21.077854
858.000	1.000	20.780985
859.000	1.000	21.060026
860.000	1.000	21.060026
861.000	1.000	20.967928
862.000	1.000	20.967928
863.000	1.000	21.080820
864.000	1.000	21.119219
865.000	1.000	21.124239
866.000	1.000	21.124239
867.000	1.000	20.945763
868.000	1.000	20.792181
869.000	1.000	20.570730
870.000	1.000	20.570730
871.000	1.000	20.570730
872.000	1.000	20.702597
873.000	1.000	20.639750
874.000	1.000	20.639750
875.000	1.000	20.866909
876.000	1.000	20.990782
877.000	1.000	20.821209
878.000	1.000	20.821209
879.000	1.000	20.913076
880.000	1.000	20.594725
881.000	1.000	20.747164
882.000	1.000	20.747164
883.000	1.000	20.747164
884.000	1.000	20.605240
885.000	1.000	20.614613
886.000	1.000	20.619410
887.000	1.000	20.619410
888.000	1.000	20.746479
889.000	1.000	20.672659
890.000	1.000	20.723858
891.000	1.000	20.723858
892.000	1.000	20.511541
893.000	1.000	20.485716
894.000	1.000	20.485716
895.000	1.000	20.485716
896.000	1.000	20.555189
897.000	1.000	20.750364
898.000	1.000	20.568899
899.000	1.000	20.568899
900.000	1.000	20.658260
901.000	1.000	20.650948
902.000	1.000	20.649353
903.000	1.000	20.649353
904.000	1.000	20.596556
905.000	1.000	20.511541
906.000	1.000	20.511541
907.000	1.000	20.686369
908.000	1.000	20.686369
909.000	1.000	20.746479
910.000	1.000	20.574614
911.000	1.000	20.563879
912.000	1.000	20.563879
913.000	1.000	20.389729
914.000	1.000	20.746250
915.000	1.000	20.746250
916.000	1.000	20.410522
917.000	1.000	20.340143
918.000	1.000	20.340143
919.000	1.000	20.338766
920.000	1.000	20.338766
921.000	1.000	20.331453
922.000	1.000	20.465151
923.000	1.000	20.395672
924.000	1.000	20.395672
925.000	1.000	20.680426
926.000	1.000	20.619410
927.000	1.000	20.596102
928.000	1.000	20.596102
929.000	1.000	20.774590
930.000	1.000	20.774590
931.000	1.000	20.531195
932.000	1.000	20.702139
933.000	1.000	20.702139
934.000	1.000	20.480690
935.000	1.000	20.531195
936.000	1.000	20.531195
937.000	1.000	20.520451
938.000	1.000	20.417156
939.000	1.000	20.394989
940.000	1.000	20.394989
941.000	1.000	20.394989
942.000	1.000	20.342197
943.000	1.000	20.228617
944.000	1.000	20.326881
945.000	1.000	20.326881
946.000	1.000	20.375101
947.000	1.000	20.362768
948.000	1.000	20.548105
949.000	1.000	20.548105
950.000	1.000	20.650265
951.000	1.000	20.603640
952.000	1.000	20.575760
953.000	1.000	20.575760
954.000	1.000	20.575760
955.000	1.000	20.493031
956.000	1.000	20.338078
957.000	1.000	20.338078
958.000	1.000	20.288492
959.000	1.000	20.121885
960.000	1.000	20.252377
961.000	1.000	20.252377
962.000	1.000	20.454636
963.000	1.000	20.279579
964.000	1.000	20.247129
965.000	1.000	20.247129
966.000	1.000	20.247129
967.000	1.000	20.331453
968.000	1.000	20.313854
969.000	1.000	20.360937
970.000	1.000	20.360937
971.000	1.000	20.575760
972.000	1.000	20.660549
973.000	1.000	20.660549
974.000	1.000	20.477032
975.000	1.000	20.477032
976.000	1.000	20.623751
977.000	1.000	20.343340
978.000	1.000	20.393843
979.000	1.000	20.393843
980.000	1.000	20.329853
981.000	1.000	20.292377
982.000	1.000	20.292831
983.000	1.000	20.292831
984.000	1.000	20.292831
985.000	1.000	20.315226
986.000	1.000	20.287115
987.000	1.000	20.287115
988.000	1.000	20.338766
989.000	1.000	20.447775
990.000	1.000	20.597244
991.000	1.000	20.597244
992.000	1.000	20.344711
993.000	1.000	20.414642
994.000	1.000	20.603186
995.000	1.000	20.603186
996.000	1.000	20.603186
